sectorLabel,activityLabel,subActivity,metadata,metadataDescription,metadataLimitation,metadataExternalsource
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation_SubstantialContributionCriteria,"Constructions of new buildings for which:1. The Primary Energy Demand (PED)(290), defining the energy performance of the building resulting from the construction, is at least 10 % lower than the threshold set for the nearly zero-energy building (NZEB) requirements in national measures implementing Directive 2010/31/EU of the European Parliament and of the Council(291). The energy performance is certified using an as built Energy Performance Certificate (EPC).2. For buildings larger than 5000 m2 (292), upon completion, the building resulting from the construction undergoes testing for air-tightness and thermal integrity(293), and any deviation in the levels of performance set at the design stage or defects in the building envelope are disclosed to investors and clients. As an alternative; where robust and traceable quality control processes are in place during the construction process this is acceptable as an alternative to thermal integrity testing.3. For buildings larger than 5000 m2 (294), the life-cycle Global Warming Potential (GWP)(295) of the building resulting from the construction has been calculated for each stage in the life cycle and is disclosed to investors and clients on demand.",The Primary Energy Demand (PED) is at least 10 % lower than the threshold set for the nearly zero-energy building (NZEB) requirements,EN 13829
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation_SubstantialContributionCriteria,"Constructions of new buildings for which:1. The Primary Energy Demand (PED)(290), defining the energy performance of the building resulting from the construction, is at least 10 % lower than the threshold set for the nearly zero-energy building (NZEB) requirements in national measures implementing Directive 2010/31/EU of the European Parliament and of the Council(291). The energy performance is certified using an as built Energy Performance Certificate (EPC).2. For buildings larger than 5000 m2 (292), upon completion, the building resulting from the construction undergoes testing for air-tightness and thermal integrity(293), and any deviation in the levels of performance set at the design stage or defects in the building envelope are disclosed to investors and clients. As an alternative; where robust and traceable quality control processes are in place during the construction process this is acceptable as an alternative to thermal integrity testing.3. For buildings larger than 5000 m2 (294), the life-cycle Global Warming Potential (GWP)(295) of the building resulting from the construction has been calculated for each stage in the life cycle and is disclosed to investors and clients on demand.",The Primary Energy Demand (PED) is at least 10 % lower than the threshold set for the nearly zero-energy building (NZEB) requirements,EN 15978
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation_SubstantialContributionCriteria,"Constructions of new buildings for which:1. The Primary Energy Demand (PED)(290), defining the energy performance of the building resulting from the construction, is at least 10 % lower than the threshold set for the nearly zero-energy building (NZEB) requirements in national measures implementing Directive 2010/31/EU of the European Parliament and of the Council(291). The energy performance is certified using an as built Energy Performance Certificate (EPC).2. For buildings larger than 5000 m2 (292), upon completion, the building resulting from the construction undergoes testing for air-tightness and thermal integrity(293), and any deviation in the levels of performance set at the design stage or defects in the building envelope are disclosed to investors and clients. As an alternative; where robust and traceable quality control processes are in place during the construction process this is acceptable as an alternative to thermal integrity testing.3. For buildings larger than 5000 m2 (294), the life-cycle Global Warming Potential (GWP)(295) of the building resulting from the construction has been calculated for each stage in the life cycle and is disclosed to investors and clients on demand.",The Primary Energy Demand (PED) is at least 10 % lower than the threshold set for the nearly zero-energy building (NZEB) requirements,EN13187
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",https://ec.europa.eu/info/research-and-innovation/research-area/environment/nature-based-solutions_en/
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",https://www.ipcc.ch/reports/
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",Appendix A to this Annex
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments",https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments",https://ec.europa.eu/info/research-and-innovation/research-area/environment/nature-based-solutions_en/
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments",https://www.ipcc.ch/reports/
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(613) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(614), scientific peer-reviewed publications and open source(615) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(616) or rely on blue or green infrastructure(617) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments",Appendix A to this Annex
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation_SubstantialContributionCriteria,,,
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(622) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(623), scientific peer-reviewed publications and open source(624) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(625) or rely on blue or green infrastructure(626) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",Intergovernmental Panel on Climate Change reports
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(622) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(623), scientific peer-reviewed publications and open source(624) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(625) or rely on blue or green infrastructure(626) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",COM/2013/0249 final
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(622) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(623), scientific peer-reviewed publications and open source(624) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(625) or rely on blue or green infrastructure(626) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",Copernicus services
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation_SubstantialContributionCriteria,"1. The economic activity has implemented physical and non-physical solutions (‘adaptation solutions’) that substantially reduce the most important physical climate risks that are material to that activity.2. The physical climate risks that are material to the activity have been identified from those listed in Appendix A to this Annex by performing a robust climate risk and vulnerability assessment with the following steps:screening of the activity to identify which physical climate risks from the list in Appendix A to this Annex may affect the performance of the economic activity during its expected lifetime;where the activity is assessed to be at risk from one or more of the physical climate risks listed in Appendix A to this Annex, a climate risk and vulnerability assessment to assess the materiality of the physical climate risks on the economic activity;an assessment of adaptation solutions that can reduce the identified physical climate risk.The climate risk and vulnerability assessment is proportionate to the scale of the activity and its expected lifespan, such that: for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale;for all other activities, the assessment is performed using the highest available resolution, state-of-the-art climate projections across the existing range of future scenarios(622) consistent with the expected lifetime of the activity, including, at least, 10 to 30 year climate projections scenarios for major investments. 3. The climate projections and assessment of impacts are based on best practice and available guidance and take into account the state-of-the-art science for vulnerability and risk analysis and related methodologies in line with the most recent Intergovernmental Panel on Climate Change reports(623), scientific peer-reviewed publications and open source(624) or paying models.4. The adaptation solutions implemented:do not adversely affect the adaptation efforts or the level of resilience to physical climate risks of other people, of nature, of cultural heritage, of assets and of other economic activities;favour nature-based solutions(625) or rely on blue or green infrastructure(626) to the extent possible;are consistent with local, sectoral, regional or national adaptation plans and strategies;are monitored and measured against pre-defined indicators and remedial action is considered where those indicators are not met;where the solution implemented is physical and consists in an activity for which technical screening criteria have been specified in this Annex, the solution complies with the do no significant harm technical screening criteria for that activity.","for activities with an expected lifespan of less than 10 years, the assessment is performed, at least by using climate projections at the smallest appropriate scale",Green Infrastructure (GI) — Enhancing Europe’s Natural Capital
